;ANIO_DENUNCIA;ANIO_HECHO;ATIPICIDAD_INEXISTENCIA;CAPTURA;CONDENA;DELITO;DEPARTAMENTO;ESTADO_NOTICIA;ETAPA;GRUPO_EDAD_VICTIMA;HECHO;HOMICIDIO_DOLOSO_CONSUMADO;IMPUTACION;MUNICIPIO;PAIS;PAIS_NACIMIENTO;SEXO_VICTIMA;CANTIDAD POBLACIONAL;ZONA PREDOMINANTE
114;2016;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;BUENAVENTURA;Colombia;Colombia;FEMENINO;4852896;URBANO
115;2016;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;LA UNIÓN;Colombia;Colombia;MASCULINO;4852896;URBANO
116;2016;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
117;2016;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;PALMIRA;Colombia;Colombia;FEMENINO;4852896;URBANO
118;2016;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
119;2016;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
120;2016;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;PALMIRA;Colombia;Colombia;MASCULINO;4852896;URBANO
121;2016;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
122;2016;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO NUM. 1, 3, 5, 7 Y 8 DEL ART. 104. ART. 104B L.G;Chocó;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;TADÓ;Colombia;Colombia;FEMENINO;525528;RURAL
123;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
124;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
125;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Casanare;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;YOPAL;Colombia;Colombia;FEMENINO;387822;URBANO
126;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;POPAYÁN;Colombia;Colombia;FEMENINO;1437141;RURAL
127;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;POPAYÁN;Colombia;Colombia;MASCULINO;1437141;RURAL
128;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;SUESCA;Colombia;Colombia;FEMENINO;2887005;URBANO
129;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1326341;URBANO
130;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Magdalena;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1326341;URBANO
131;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1053871;URBANO
132;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
133;2016;2016;NO;NO;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
134;2016;2016;NO;SI;NO;FEMINICIDIO ART. 104A C.P.;Risaralda;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;PEREIRA;Colombia;Colombia;FEMENINO;978182;URBANO
135;2016;2016;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Magdalena;ACTIVO;JUICIO;INFANCIA 6 - 11;SI;NO;SI;SANTA MARTA;Colombia;Colombia;MASCULINO;1326341;URBANO
136;2016;2016;NO;SI;NO;FEMINICIDIO ART. 104A C.P. AGRAVADO POR COMETERSE EN PRESENCIA DE UNA PERSONA INTEGRANTE DE LA UNIDAD DOMESTICA. ART. 104B L.E;Magdalena;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;SANTA MARTA;Colombia;Colombia;FEMENINO;1326341;URBANO
137;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;APARTADÓ;Colombia;Colombia;FEMENINO;6845057;URBANO
138;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;ITUANGO;Colombia;Colombia;FEMENINO;6845057;URBANO
139;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;POPAYÁN;Colombia;Colombia;FEMENINO;1437141;RURAL
140;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;POPAYÁN;Colombia;Colombia;MASCULINO;1437141;RURAL
141;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;TOPAIPÍ;Colombia;Colombia;FEMENINO;2887005;URBANO
142;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;FUSAGASUGÁ;Colombia;Colombia;FEMENINO;2887005;URBANO
143;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Cundinamarca;INACTIVO;EJECUCIÓN DE PENAS;PRE-ADOLESCENTE 12 - 13;SI;SI;SI;TOPAIPÍ;Colombia;Colombia;MASCULINO;2887005;URBANO
144;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;VILLAVICENCIO;Colombia;Colombia;FEMENINO;1053871;URBANO
145;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;CÚCUTA;Colombia;Colombia;FEMENINO;1414032;URBANO
146;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCIÓN DE PENAS;ADOLESCENTE 14 - 17;SI;SI;SI;CÚCUTA;Colombia;Colombia;MASCULINO;1414032;URBANO
147;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;CÚCUTA;Colombia;Colombia;FEMENINO;1414032;URBANO
148;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;CÚCUTA;Colombia;Colombia;MASCULINO;1414032;URBANO
149;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;ACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;SI;SI;CÚCUTA;Colombia;Colombia;FEMENINO;1414032;URBANO
150;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Norte de Santander;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;SI;SI;CÚCUTA;Colombia;Colombia;FEMENINO;1414032;URBANO
151;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
152;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;NO;SI;FLORIDA;Colombia;Colombia;FEMENINO;4852896;URBANO
153;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;ADULTEZ 29 - 59;SI;SI;SI;JAMUNDÍ;Colombia;Colombia;FEMENINO;4852896;URBANO
154;2016;2016;NO;SI;SI;FEMINICIDIO ART. 104A C.P.;Valle del Cauca;INACTIVO;EJECUCIÓN DE PENAS;INFANCIA 6 - 11;SI;SI;SI;CALI;Colombia;Colombia;FEMENINO;4852896;URBANO
155;2016;2016;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
156;2016;2016;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;MASCULINO;8380801;URBANO
157;2016;2016;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;NO;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
158;2016;2016;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;NO;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;MASCULINO;8380801;URBANO
159;2016;2016;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;NO;NO;NO;QUIBDO;Colombia;Colombia;FEMENINO;525528;RURAL
160;2017;2015;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;TIERRALTA;Colombia;Colombia;FEMENINO;1838574;URBANO
161;2017;2016;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
162;2017;2016;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;POPAYÁN;Colombia;Colombia;FEMENINO;1437141;RURAL
163;2017;2016;SI;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;INACTIVO;INDAGACIÓN;SIN DATO;NO;NO;NO;POPAYÁN;Colombia;Colombia;MASCULINO;1437141;RURAL
164;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
165;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
166;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;JERICÓ;Colombia;Colombia;FEMENINO;6845057;URBANO
167;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;JERICÓ;Colombia;Colombia;MASCULINO;6845057;URBANO
168;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;LA ESTRELLA;Colombia;Colombia;FEMENINO;6845057;URBANO
169;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
170;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;TURBO;Colombia;Colombia;FEMENINO;6845057;URBANO
171;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
172;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;MEDELLÍN;Colombia;Colombia;FEMENINO;6845057;URBANO
173;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;LIBORINA;Colombia;Colombia;FEMENINO;6845057;URBANO
174;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Antioquia;INACTIVO;INVESTIGACIÓN;ADULTO MAYOR DE 60;SI;SI;SI;SABANETA;Colombia;Colombia;FEMENINO;6845057;URBANO
175;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;ACTIVO;JUICIO;ADULTEZ 29 - 59;SI;SI;SI;CAMPO DE LA CRUZ;Colombia;Colombia;FEMENINO;2601116;URBANO
176;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Atlántico;INACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;SI;NO;JUAN DE ACOSTA;Colombia;Colombia;FEMENINO;2601116;URBANO
177;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
178;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
179;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
180;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
181;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
182;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
183;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;ACTIVO;JUICIO;JUVENTUD 18 - 28;SI;NO;SI;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
184;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
185;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
186;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
187;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
188;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;FEMENINO;8380801;URBANO
189;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;BOGOTÁ, D. C.;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;BOGOTÁ, D.C.;Colombia;Colombia;MASCULINO;8380801;URBANO
190;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
191;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;NO;NO;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
192;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;CARTAGENA;Colombia;Colombia;FEMENINO;2219461;URBANO
193;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;CARTAGENA;Colombia;Venezuela;FEMENINO;2219461;URBANO
194;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;ACTIVO;INVESTIGACIÓN;ADULTEZ 29 - 59;SI;NO;SI;SAN PABLO;Colombia;Colombia;FEMENINO;2219461;URBANO
195;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Bolívar;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;ARJONA;Colombia;Colombia;FEMENINO;2219461;URBANO
196;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCIÓN DE PENAS;JUVENTUD 18 - 28;SI;NO;SI;SOGAMOSO;Colombia;Colombia;FEMENINO;1286996;URBANO
197;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;EJECUCIÓN DE PENAS;SIN DATO;SI;NO;SI;SOGAMOSO;Colombia;Colombia;FEMENINO;1286996;URBANO
198;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Boyaca;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;TUNJA;Colombia;Colombia;FEMENINO;1286996;URBANO
199;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;AGUAZUL;Colombia;Colombia;FEMENINO;387822;URBANO
200;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;YOPAL;Colombia;Colombia;FEMENINO;387822;URBANO
201;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;YOPAL;Colombia;Colombia;MASCULINO;387822;URBANO
202;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;YOPAL;Colombia;Colombia;FEMENINO;387822;URBANO
203;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Casanare;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;YOPAL;Colombia;Colombia;FEMENINO;387822;URBANO
204;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;POPAYÁN;Colombia;Colombia;FEMENINO;1437141;RURAL
205;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;ARGELIA;Colombia;Colombia;FEMENINO;1437141;RURAL
206;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;PATÍA;Colombia;Colombia;FEMENINO;1437141;RURAL
207;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cauca;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;POPAYÁN;Colombia;Colombia;FEMENINO;1437141;RURAL
208;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;EL PASO;Colombia;Colombia;FEMENINO;1089783;URBANO
209;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;VALLEDUPAR;Colombia;Colombia;FEMENINO;1089783;URBANO
210;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Cesar;INACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;AGUACHICA;Colombia;Colombia;FEMENINO;1089783;URBANO
211;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;ALTO BAUDO;Colombia;Colombia;FEMENINO;525528;RURAL
212;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Chocó;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;QUIBDO;Colombia;Colombia;FEMENINO;525528;RURAL
213;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;SAN BERNARDO DEL VIENTO;Colombia;Colombia;FEMENINO;1838574;URBANO
214;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Córdoba;INACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;SAN BERNARDO DEL VIENTO;Colombia;Colombia;FEMENINO;1838574;URBANO
215;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Guaviare;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;EL RETORNO;Colombia;Colombia;FEMENINO;119214;URBANO
216;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Huila;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;GUADALUPE;Colombia;Colombia;FEMENINO;1225260;URBANO
217;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;La Guajira;ACTIVO;INDAGACIÓN;ADULTO MAYOR DE 60;SI;SI;NO;FONSECA;Colombia;Colombia;FEMENINO;1093733;URBANO
218;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;NO;NO;PLATO;Colombia;Colombia;FEMENINO;1326341;URBANO
219;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;NO;NO;ARIGUANÍ;Colombia;Colombia;FEMENINO;1326341;URBANO
220;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;SIN DATO;SI;NO;NO;ARACATACA;Colombia;Colombia;FEMENINO;1326341;URBANO
221;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Magdalena;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;SANTA MARTA;Colombia;Colombia;FEMENINO;1326341;URBANO
222;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;ADOLESCENTE 14 - 17;SI;NO;NO;PUERTO GAITÁN;Colombia;Colombia;FEMENINO;1053871;URBANO
223;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;RESTREPO;Colombia;Colombia;FEMENINO;1053871;URBANO
224;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;ACTIVO;INDAGACIÓN;SIN DATO;SI;SI;NO;ACACÍAS;Colombia;Colombia;FEMENINO;1053871;URBANO
225;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;LA MACARENA;Colombia;Colombia;MASCULINO;1053871;URBANO
226;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;ADULTEZ 29 - 59;SI;SI;NO;PUERTO GAITÁN;Colombia;Colombia;FEMENINO;1053871;URBANO
227;2017;2017;NO;NO;NO;FEMINICIDIO ART. 104A C.P.;Meta;INACTIVO;INDAGACIÓN;JUVENTUD 18 - 28;SI;SI;NO;LA MACARENA;Colombia;Colombia;FEMENINO;1053871;URBANO
